0.026366547	-0.01090475	-0.005740806	-0.08030376	0.022468258	0.044594254	0.07934416	-0.045779496	-0.05471322	0.014670577	-0.054782733	0.05480395	0.02184317	0.016283337	0.08918692	-0.036996387
0.019382602	0.09709268	0.016853739	-0.11519934	-0.02707545	0.07456608	0.06480348	-0.1254666	-0.11054093	0.025822397	-0.05853748	0.043814346	0.10533189	-0.028212678	0.07295947	-0.0010990871
0.013533434	0.08882609	0.032134686	-0.11522285	0.030229058	0.10871433	0.107120804	-0.15181108	-0.095464624	0.06119365	-0.04647745	0.15047032	0.04779126	-0.004016023	0.1792526	-0.056105126
0.248348	-0.24764624	-0.214857	-0.23995097	-0.20169608	-0.22176254	-0.2143258	-0.2058729	0.20767653	-0.22666058	0.24713773	-0.22422881	-0.19560407	-0.23949404	-0.2473644	-0.29453674
0.019424338	-0.022664597	0.030642308	-0.08299481	-0.060116805	-0.017354498	-0.038090426	-0.08796726	-0.049773928	0.021772781	-0.04341908	0.034461893	0.062302683	-0.018425047	-0.014319749	-0.074916914
0.027416825	0.044732787	0.03255966	-0.08030653	0.031148478	0.0027169306	0.06085987	-0.0054862485	-0.049989652	0.025738677	-0.035581727	0.007532347	0.08351626	-0.032562163	0.07367927	0.03177444
0.22054097	-0.24527161	-0.21110642	-0.18565635	-0.22139782	-0.21383625	-0.24053508	-0.25041366	0.1486678	-0.24638014	0.24170114	-0.18838988	-0.20718245	-0.26185477	-0.22103447	-0.22592998
-0.006086632	0.10477149	0.031444486	0.029468328	0.0055669164	0.104957536	0.046704248	0.0115470495	-0.12736802	0.0036513952	-0.041020542	0.06792253	0.09129987	0.047674865	0.053989746	0.028512541
0.24487275	-0.27436015	-0.23529147	-0.22360523	-0.19973478	-0.2894994	-0.20678788	-0.2754818	0.23124392	-0.2581129	0.2422238	-0.20112467	-0.26570478	-0.20340584	-0.20798814	-0.30417612
0.013836945	0.0021990228	0.05612896	0.006251775	0.014149581	0.03470345	0.03544749	-0.023681069	0.013997219	0.056440208	-0.068835944	0.008900864	-0.01081794	0.036650453	0.004383119	0.024359873
0.14714651	-0.24324967	-0.15492499	-0.15689461	-0.17697802	-0.2265869	-0.23165807	-0.11849177	0.21357825	-0.22866488	0.2216403	-0.23049393	-0.21905254	-0.24270833	-0.19490334	-0.23330809
-0.046876818	0.04074377	0.07788581	-0.040065486	0.012179611	0.045924168	0.06216032	-0.0828034	-0.014013958	-0.012121868	-0.05699514	0.05397867	0.08944743	0.07242767	0.07019537	0.03640517
-0.095684975	0.21396436	0.2211428	0.037221234	0.14473084	0.17505762	0.2260852	0.041212726	-0.23371418	0.106849775	-0.1670076	0.19892211	0.19496779	0.16281249	0.2194824	0.16833742
0.17335369	-0.13616315	-0.107325055	-0.12721059	-0.1536517	-0.17106776	-0.1639207	-0.16868724	0.1288037	-0.1484885	0.17893763	-0.08933833	-0.17276005	-0.12210404	-0.120831646	-0.09561331
0.050204847	0.026474351	-0.026458113	-0.06896368	-0.016492832	-0.0052336347	0.005882847	-0.052140705	-0.01891051	-0.038154844	-0.014950344	-0.014962868	0.011853006	-0.004651903	0.053597245	-0.04000074
0.045997262	-0.021142269	-0.0364568	-0.08383978	-0.012855387	-0.0006453922	-0.021783218	-0.08354544	-0.037803832	-0.0038482973	0.047177505	0.027607579	0.021868683	0.003686736	-0.0013670302	-0.06455344
